"Balanszijde","Instrument","Stroomtype","LooptijdOorspronkelijk","RenteVastPeriode","Periode ","waarde"
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2019-05",4.83
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2019-06",5.02
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2019-07",4.63
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2019-08",5.32
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2019-09",4.18
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2019-10",4.62
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2019-11",5.15
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2019-12",4.17
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2020-01",4.01
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2020-02",3.77
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2020-03",2.89
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2020-04",2.67
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2020-05",2.76
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2020-06",2.85
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2020-07",2.91
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2020-08",2.91
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2020-09",3.09
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2020-10",2.86
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2020-11",2.95
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2020-12",2.54
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2021-01",2.4
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2021-02",2.48
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2021-03",2.68
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2021-04",2.53
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2021-05",2.51
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2021-06",2.52
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2021-07",2.35
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2021-08",2.51
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2021-09",2.33
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2021-10",2.35
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2021-11",2.34
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2021-12",2.15
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2022-01",2.73
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2022-02",2.86
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2022-03",2.96
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2022-04",3.29
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2022-05",3.71
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2022-06",4.07
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2022-07",3.6
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2022-08",4.4
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2022-09",4.71
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2022-10",4.96
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2022-11",5.42
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2022-12",5.64
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2023-01",5.05
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2023-02",5.66
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2023-03",5.92
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2023-04",5.92
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2023-05",6.07
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2023-06",6.18
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2023-07",6.2
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2023-08",5.87
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2003-01",5.25
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2003-02",6.24
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2003-03",5.59
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2003-04",5.8
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2003-05",5.09
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2003-06",5.51
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2003-07",5.88
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2003-08",5.75
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2003-09",5.27
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2003-10",6.02
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2003-11",5.27
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2003-12",5.4
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2004-01",6.49
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2004-02",6.93
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2004-03",6.11
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2004-04",6.88
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2004-05",5.92
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2004-06",6.48
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2004-07",6.38
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2004-08",5.98
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2004-09",5.84
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2004-10",6.1
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2004-11",6.16
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2004-12",5.12
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2005-01",5.68
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2005-02",6.64
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2005-03",6.5
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2005-04",5.42
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2005-05",5.27
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2005-06",4.9
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2005-07",4.11
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2005-08",4.62
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2005-09",4.53
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2005-10",4.59
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2005-11",4.57
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2005-12",4.41
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2006-01",4.65
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2006-02",4.68
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2006-03",4.86
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2006-04",5.01
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2006-05",5.08
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2006-06",4.9
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2006-07",5.23
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2006-08",5.54
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2006-09",4.92
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2006-10",5.03
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2006-11",4.9
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2006-12",5.03
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2007-01",5.36
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2007-02",4.92
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2007-03",5.06
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2007-04",5.35
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2007-05",5.6
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2007-06",5.65
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2007-07",5.86
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2007-08",5.64
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2007-09",5.53
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2007-10",5.79
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2007-11",5.52
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2007-12",5.38
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2008-01",5.42
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2008-02",5.88
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2008-03",5.74
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2008-04",5.57
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2008-05",5.87
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2008-06",5.97
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2008-07",5.68
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2008-08",5.66
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2008-09",5.78
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2008-10",6.3
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2008-11",5.66
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2008-12",5.66
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2009-01",5.44
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2009-02",5.69
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2009-03",5.44
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2009-04",5
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2009-05",4.67
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2009-06",5.36
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2009-07",5.45
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2009-08",5.24
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2009-09",6.23
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2009-10",6.3
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2009-11",5.53
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2009-12",5.52
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2010-01",5.06
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2010-02",5.42
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2010-03",4.9
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2010-04",5.55
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2010-05",4.39
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2010-06",3.91
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2010-07",4.73
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2010-08",5.2
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2010-09",4.55
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2010-10",3.89
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2010-11",5
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2010-12",4.93
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2011-01",4.74
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2011-02",5.21
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2011-03",5.18
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 5 jaar ","2011-04",5.25
